fit_time,score_time,test_accuracy,test_precision,test_recall,test_f1
0.23024821281433105,0.019591093063354492,0.7988826815642458,0.7391304347826086,0.7391304347826086,0.7391304347826086
0.22825360298156738,0.018384456634521484,0.7921348314606742,0.7540983606557377,0.6764705882352942,0.7131782945736435
0.2321302890777588,0.017090797424316406,0.8370786516853933,0.782608695652174,0.7941176470588235,0.7883211678832117
0.2314901351928711,0.018026351928710938,0.7808988764044944,0.7843137254901961,0.5882352941176471,0.6722689075630253
0.2318706512451172,0.01667189598083496,0.8314606741573034,0.782608695652174,0.782608695652174,0.782608695652174
