fit_time,score_time,test_accuracy,test_precision,test_recall,test_f1
0.17925262451171875,0.017102479934692383,0.7597765363128491,0.6857142857142857,0.6956521739130435,0.6906474820143885
0.15265560150146484,0.0149078369140625,0.7865168539325843,0.75,0.6617647058823529,0.703125
0.15277814865112305,0.015259265899658203,0.8033707865168539,0.7704918032786885,0.6911764705882353,0.7286821705426356
0.15361499786376953,0.015111446380615234,0.7696629213483146,0.7547169811320755,0.5882352941176471,0.6611570247933884
0.15154480934143066,0.014599800109863281,0.8146067415730337,0.8333333333333334,0.6521739130434783,0.7317073170731707
