fit_time,score_time,test_accuracy,test_precision,test_recall,test_f1
0.26084280014038086,0.013749837875366211,0.8100558659217877,0.7777777777777778,0.7101449275362319,0.7424242424242424
0.24538540840148926,0.016744375228881836,0.8089887640449438,0.7931034482758621,0.6764705882352942,0.7301587301587301
0.2588615417480469,0.013183832168579102,0.8595505617977528,0.8412698412698413,0.7794117647058824,0.8091603053435115
0.227874755859375,0.014180898666381836,0.8202247191011236,0.9090909090909091,0.5882352941176471,0.7142857142857143
0.25478601455688477,0.013595104217529297,0.8595505617977528,0.8548387096774194,0.7681159420289855,0.8091603053435115
